,Unnamed: 0,publish_date,content,recommendation,hours,player_level,owned_games,clean_content,category,sentiment
432,432,2026-02-28,"卡婊的逼游戏还能玩吗？怪猎老是黑屏重启。这个也是！~！！！
",不推荐,6.6,4,113,卡婊的逼游戏还能玩吗 怪猎老是黑屏重启 这个也是,优化,负面
433,433,2026-02-28,发挥稳定，游戏质量确实有保障，上手之后能一直玩下去。双主角交替的设计也很好的让玩家的状态在一松一紧中达成有效的正反馈，视角切换也满足了不同玩家的癖好。接下来就是期待各种MOD了。,推荐,7.1,26,85,发挥稳定 游戏质量确实有保障 上手之后能一直玩下去 双主角交替的设计也很好的让玩家的状态在一松一紧中达成有效的正反馈 视角切换也满足了不同玩家的癖好 接下来就是期待各种MOD了,玩法,正面
434,434,2026-02-28,疗养院好玩，后面太水了，最终BOSS也太简单，348还是贵了,推荐,17.3,40,49,疗养院好玩 后面太水了 最终BOSS也太简单 348还是贵了,玩法,正面
435,435,2026-02-28,一款一走一过索然无味的一般作品，用作外传还可以，作为生化危机30周年正统续作居然拉跨到如此，可见Capcom已经没有当年的思路来继续制作这款游戏了，别的就不多说了，总之无聊至极,不推荐,13.4,4,163,一款一走一过索然无味的一般作品 用作外传还可以 作为生化危机30周年正统续作居然拉跨到如此 可见Capcom已经没有当年的思路来继续制作这款游戏了 别的就不多说了 总之无聊至极,剧情,负面
436,436,2026-02-28,我堂堂八尺夫人被蝼蚁丧尸追着跑这合理吗,推荐,11.3,13,22,我堂堂八尺夫人被蝼蚁丧尸追着跑这合理吗,情怀,正面
437,437,2026-02-28,"好玩 
",推荐,5.5,6,65,好玩,玩法,正面
438,438,2026-02-28,亲爱的老卡的技术力还是这么强，5070ti都不够用了，直接给我黑屏死机，进都进不去，进去了退回主菜单也能卡死，这么爽的体验，也就只有大作9了。,不推荐,4.4,32,41,亲爱的老卡的技术力还是这么强 5070ti都不够用了 直接给我黑屏死机 进都进不去 进去了退回主菜单也能卡死 这么爽的体验 也就只有大作9了,优化,负面
439,439,2026-02-28,好玩,推荐,8.9,14,173,好玩,玩法,正面
440,440,2026-02-28,什么叫做完全支持ds手柄？妈的，昨天我还以为我手柄坏了,不推荐,0.5,41,100,什么叫做完全支持ds手柄 妈的 昨天我还以为我手柄坏了,其他,负面
441,441,2026-02-28,新女主格蕾丝线游玩起来类似生化二，继承了来自生化危机的传统解密与那种恐怖氛围，解密难度中规中矩，没有二代难。里昂线，确实现在里昂一出来安全感就拉满了，游玩时全是战斗的爽感，感觉这一代里昂线的演出，动作，boss战等还是想当精彩的，个人最喜欢摩托战那里，真的爽。当然还有暴君，汉克，威斯克（复制体）这些角色的出现，也称得上惊喜了。还有重返警察局时，情怀也是拉满，看到生化二中进门的那台打字机和’‘Welcom Leon’‘，点M时弹出的那些熟悉的名称，特别看到马文名字时，里昂说出“伯拉纳警长，警员肯尼迪向您报到”这句话，鸡皮疙瘩瞬间起来了。最后总的来说个人感觉是非常不错的一部作品。,推荐,12.3,8,67,新女主格蕾丝线游玩起来类似生化二 继承了来自生化危机的传统解密与那种恐怖氛围 解密难度中规中矩 没有二代难 里昂线 确实现在里昂一出来安全感就拉满了 游玩时全是战斗的爽感 感觉这一代里昂线的演出 动作 boss战等还是想当精彩的 个人最喜欢摩托战那里 真的爽 当然还有暴君 汉克 威斯克 复制体 这些角色的出现 也称得上惊喜了 还有重返警察局时 情怀也是拉满 看到生化二中进门的那台打字机和 Welcom Leon 点M时弹出的那些熟悉的名称 特别看到马文名字时 里昂说出 伯拉纳警长 警员肯尼迪向您报到 这句话 鸡皮疙瘩瞬间起来了 最后总的来说个人感觉是非常不错的一部作品,情怀,正面
442,442,2026-02-28,当我看到警察局墙外面那个一闪而过的豆腐时我乐晕了，卡普空真有你的,推荐,14.4,4,113,当我看到警察局墙外面那个一闪而过的豆腐时我乐晕了 卡普空真有你的,情怀,正面
443,443,2026-02-28,good,推荐,7.2,32,41,good,其他,正面
444,444,2026-02-28,20多年了都不回家看看 看给老家丧尸都饿瘦了 心疼,推荐,17.9,27,86,20多年了都不回家看看 看给老家丧尸都饿瘦了 心疼,情怀,正面
445,445,2026-02-28,好玩,推荐,12.9,4,163,好玩,玩法,正面
446,446,2026-02-28,好玩的,推荐,6.4,35,44,好玩的,玩法,正面
447,447,2026-02-28,我草里的这里昂也太捷豹帅了,推荐,2.3,50,159,我草里的这里昂也太捷豹帅了,情怀,正面
448,448,2026-02-28,"生化nb
",推荐,13.9,38,97,生化nb,情怀,正面
449,449,2026-02-28,"I get it that they want to introduce a new character Grace. But dude, she slips every single time when she is being chased. She act like a 16-year old girl thrown into resident evil world instead of an FBI agent.... I am really sick of the character just after 10 mins woken up in the hospital..... Being a FBI agent vs her reaction is just funny and stupid. Capcom could just make her a private detective or citizen instead of a slippery agent..... haven't finished the game but want to quit already. Leon is the only reason I keep playing.
脚滑的女主实在心累了。就醒来的小场景的追逐战每次起步都会给你滑一跤。你穿的是溜冰鞋？卡婊大可把grace做成私家侦探或者母亲被害希望寻找真相的普通市民。实在不理解为什么要设置成一个FBI探员。想退款了。但是李三光给了我坚持下去的念想。",不推荐,5.9,20,29,I get it that they want to introduce a new character Grace But dude she slips every single time when she is being chased She act like a 16 year old girl thrown into resident evil world instead of an FBI agent I am really sick of the character just after 10 mins woken up in the hospital Being a FBI agent vs her reaction is just funny and stupid Capcom could just make her a private detective or citizen instead of a slippery agent haven t finished the game but want to quit already Leon is the only reason I keep playing 脚滑的女主实在心累了 就醒来的小场景的追逐战每次起步都会给你滑一跤 你穿的是溜冰鞋 卡婊大可把grace做成私家侦探或者母亲被害希望寻找真相的普通市民 实在不理解为什么要设置成一个FBI探员 想退款了 但是李三光给了我坚持下去的念想,剧情,负面
450,450,2026-02-28,夯,推荐,5.3,24,133,夯,其他,正面
451,451,2026-02-28,女主剧情真憋屈的要死,不推荐,5.1,1,160,女主剧情真憋屈的要死,剧情,负面
452,452,2026-02-28,生化危机9的成功间接地证明了生化危机6也是成功的，这次的9把恐怖派和动作派都迎合了，也许6不够优秀但绝对是成功的，生化危机7和6就是一个硬币的两面，如果像7那样彻底回归恐怖和6也没有任何区别，因为一个成功并且优秀的生化危机就是要在恐怖的氛围下还能用可控的火力来对抗恐怖,推荐,7.9,1,160,生化危机9的成功间接地证明了生化危机6也是成功的 这次的9把恐怖派和动作派都迎合了 也许6不够优秀但绝对是成功的 生化危机7和6就是一个硬币的两面 如果像7那样彻底回归恐怖和6也没有任何区别 因为一个成功并且优秀的生化危机就是要在恐怖的氛围下还能用可控的火力来对抗恐怖,情怀,正面
453,453,2026-02-28,真狗屎！AI7H360+5060和32G内存居然闪退游戏都进不了！真的垃圾卡普空永远超不了RE4重制版了！！！,不推荐,0.1,34,43,真狗屎 AI7H360 5060和32G内存居然闪退游戏都进不了 真的垃圾卡普空永远超不了RE4重制版了,优化,负面
454,454,2026-02-28,good,推荐,9.5,4,63,good,其他,正面
455,455,2026-02-28,制作精良，画质一流，手感也很好，很好玩,推荐,3.4,28,37,制作精良 画质一流 手感也很好 很好玩,画面,正面
456,456,2026-02-28,这一代没有适配陀螺仪瞄准很难受，但是游戏目前玩下来感觉还不错，老ip了，无论如何支持一下。,推荐,5.0,5,14,这一代没有适配陀螺仪瞄准很难受 但是游戏目前玩下来感觉还不错 老ip了 无论如何支持一下,玩法,正面
457,457,2026-02-28,里昂太帅了，女主太弱了，逃课打法！,推荐,10.4,14,123,里昂太帅了 女主太弱了 逃课打法,剧情,正面
458,458,2026-02-28,支持,推荐,11.3,10,19,支持,情怀,正面
459,459,2026-02-28,夯爆了，希望以后RE每一部都像安魂曲看齐,推荐,19.1,1,60,夯爆了 希望以后RE每一部都像安魂曲看齐,情怀,正面
460,460,2026-02-28,虽然感觉男主剧情是硬塞，但是整体女主的内容 全程无尿点，刺激,推荐,5.3,30,89,虽然感觉男主剧情是硬塞 但是整体女主的内容 全程无尿点 刺激,剧情,正面
461,461,2026-02-28,脚滑的格蕾丝太让我着急了,推荐,10.2,4,13,脚滑的格蕾丝太让我着急了,玩法,正面
462,462,2026-02-28,这不是我吗,推荐,13.0,50,109,这不是我吗,其他,正面
463,463,2026-02-28, 不错，不错 有点老生化的味道...,推荐,5.6,22,131,不错 不错 有点老生化的味道,情怀,正面
464,464,2026-02-28,世界上怎么会有这么好玩的游戏？,推荐,6.3,46,155,世界上怎么会有这么好玩的游戏,情怀,正面
465,465,2026-02-28,很好，很吓人,推荐,8.1,12,121,很好 很吓人,音效,正面
466,466,2026-02-28,"大成之作
",推荐,9.9,42,201,大成之作,情怀,正面
467,467,2026-02-28,"这代算安全落地吧，情怀拉满(去警察局那段真要哭出来了)，恐怖和动作顶级，玩里昂爽比四代还爽演出也是顶级(骑摩托),也不知道为啥最后生还者的巨无霸混了进来，剧情不要放太高期望就能接受，感觉这代就只是过度作品吧，([spoiler] 后面也不知道为啥给斯宾塞洗白，5代死得莫名其妙的，临死之前还是本性，不知道为啥采访那段又变了，不过估计要等到5re才有答案了  [/spoiler])",推荐,10.4,35,94,这代算安全落地吧 情怀拉满 去警察局那段真要哭出来了 恐怖和动作顶级 玩里昂爽比四代还爽演出也是顶级 骑摩托 也不知道为啥最后生还者的巨无霸混了进来 剧情不要放太高期望就能接受 感觉这代就只是过度作品吧 spoiler 后面也不知道为啥给斯宾塞洗白 5代死得莫名其妙的 临死之前还是本性 不知道为啥采访那段又变了 不过估计要等到5re才有答案了 spoiler,情怀,正面
468,468,2026-02-28,分头帅就完事了——,推荐,9.2,32,191,分头帅就完事了,情怀,正面
469,469,2026-02-28,等了半年多总算是玩上了，也是一天之内就通关了，50岁的里昂（老霸道了）正是当打之年，帅气的体术配上斧头，子弹快赶上克里斯那么多了.印象最深刻的就是回到警局那段，熟悉到不能再熟悉的地图加上旧时“老友”，令人感慨万千，唯一一点遗憾的就是没看到ada的出场，总的来说无脑入就完事了！                              2026.2.28通关,推荐,15.4,45,54,等了半年多总算是玩上了 也是一天之内就通关了 50岁的里昂 老霸道了 正是当打之年 帅气的体术配上斧头 子弹快赶上克里斯那么多了 印象最深刻的就是回到警局那段 熟悉到不能再熟悉的地图加上旧时 老友 令人感慨万千 唯一一点遗憾的就是没看到ada的出场 总的来说无脑入就完事了 2026 2 28通关,情怀,正面
470,470,2026-02-28,不错。,推荐,10.6,21,130,不错,其他,正面
471,471,2026-02-28,子弹不够用啊，一梭子打不死一小只是什么体验？强迫玩家把射击游戏玩成逃生游戏吗？虽然对这点不满，但是不耽误游戏整体品质，先给好评吧。,推荐,5.6,39,198,子弹不够用啊 一梭子打不死一小只是什么体验 强迫玩家把射击游戏玩成逃生游戏吗 虽然对这点不满 但是不耽误游戏整体品质 先给好评吧,玩法,正面
472,472,2026-02-28,严重推荐，不敢说是最棒的生化，起码也是近几年罕有，有人说对标生4重制，我觉得旗鼓相当~,推荐,4.8,40,199,严重推荐 不敢说是最棒的生化 起码也是近几年罕有 有人说对标生4重制 我觉得旗鼓相当,情怀,正面
473,473,2026-02-28,好玩，新一代作品在操作的优化上，还有对各平台画面优化都发挥到了极致，双主角的设定得到两种体验的满足，个人玩过二到7代的，348的价格完全不亏，十分值得购买（格蕾丝那部分感觉个人感觉比生化7还要恐怖，压迫氛围感太强了）,推荐,4.3,13,172,好玩 新一代作品在操作的优化上 还有对各平台画面优化都发挥到了极致 双主角的设定得到两种体验的满足 个人玩过二到7代的 348的价格完全不亏 十分值得购买 格蕾丝那部分感觉个人感觉比生化7还要恐怖 压迫氛围感太强了,玩法,正面
474,474,2026-02-28,"格蕾丝的篇章像《生化危机7》，核心在于主角的孱弱、压迫感十足的氛围，以及第一人称视角的天然沉浸感。生存恐怖的部分，由新主角格蕾丝全权负责，她的篇章堪称系列生存恐怖的融合升级之作。作为年轻的FBI警员，格蕾丝毫无充足战斗经验，移动速度缓慢，危险中还会发出凌乱喘息，搭配官方推荐的第一人称、极简UI画面，将恐怖体验拉至顶峰。初进鹪木旅馆，紧绷压抑的气氛让人梦回《生化危机7》的贝克家，再入疗养院，这座左三层、右三层带地下室庭院的洋馆式箱庭，左右对称的地图结构，又让人想起《生化危机2 重制版》的警察局，而随着流程推进，其体验更是前两者的完美融合。

游戏中新增了变异血液作为通用合成货币，它可与零件合成子弹、与绿草合成医疗注射器，还能制作墨带、潜行杀敌的融血注射器，以及永久提升格蕾丝能力的类固醇和稳定剂。收集变异血液全靠采血器，可采集地图上的血池、血桶，也可通过击杀怪物获得，普通丧尸击杀后小概率掉落，爆头则稳定掉落，这也鼓励玩家精准战斗、节省弹药。

采血器的血量储存上限，限制囤积血液、高压变现的玩法，这种有代价的自由提升了资源管理的策略深度。更关键的是，本作丧尸有复活机制，被击倒后若头部未被破坏，一段时间后可能变为更强、更具攻击性的疱头丧。这让疗养院的探索时刻充满未知，即便清理过的走廊，重返时也可能遭遇危险，玩家需用融血注射器或马格南彻底清除隐患，进一步加剧了生存压力。

格蕾丝的战斗能力有限，虽能用手枪打硬直，却无法像里昂那样用体术终结敌人，只能推开敌人制造逃生空间。多数时候，她需躲藏绕开丧尸，搜集足够资源后再回头应对。即便能制作各类物资，且可通过药物提升能力，但物资获取有限、后期怪物强度飙升，仍让她的冒险全程高压，只能依靠地形与策略化解危机。而且格蕾丝的初始背包极小，扩容前需频繁往返存档点整理物资，每一格空间都要精打细算。

切换到里昂视角，画风彻底转变，核心就是纯粹的战斗爽感，里昂的近战体验十分的爽，小刀换成威力强劲的手斧，能砍出卡肉感，还可使用皇家守卫式格挡，分为普通格挡和完美格挡，普通格挡弹开敌人并使其硬直，完美格挡则能衔接秒杀敌人的反击动作，动画随敌人类型变化。手斧虽有耐久，但随身的无限磨刀石可随时恢复斩味，仅凭手斧，他就能轻松应对包括疱头丧尸在内的大部分敌人。

里昂的武器种类丰富，手枪、霰弹枪、狙击枪、冲锋枪一应俱全，还能取回借给格蕾丝的安魂马格南。后勤方面，他采用原版《生化危机4》的大手提箱背包，虽无格子危机，但无法使用异次元储物箱，物资需全部随身携带，仍需做好资源规划。此外，他可拾取敌人掉落的武器反手投掷，再接体术处决，快速缓解被围压力，唯独电锯看似帅气，因前摇长、间隔大，面对怪群时容易被换血，需谨慎使用。

进入浣熊市后，里昂拥有积分系统，击杀敌人获得的积分可在武器终端购买装备、升级枪械，类似枪匠系统的配件的升级的，还有带浣熊市角色元素的属性挂件，形成杀得越多越强的正反馈循环，成为玩家的最佳泄压阀。浣熊市关卡采用半开放设计，类似《生化危机4 重制版》湖区，可自由探索主线与支线，废墟风格搭配情怀加持，带来系列罕有的立体体验。

本作的出色之处，更在于流程编排的巧妙平衡，格蕾丝与里昂的流程大致对半分，双线交替进行，既保证内容量相近，又实现了张弛有度的游戏节奏。格蕾丝的能力成长偏向潜行特化，后期几乎无法正面抗衡怪物，让高压感持续在线，玩家积累的压力越大，切换到里昂视角后的释放感就越强，这种起伏的呼吸感，让游戏体验愈发沉浸。

整体而言，《生化危机 安魂曲》是一款集历代所长、不乏创新的诚意之作。它以两位主角为载体，完美融合生存恐怖与动作射击，既还原了系列经典内核，又通过丧尸设定、资源系统、格挡机制等创新，带来全新体验，无论是系列老粉，还是新玩家，都能在这场冒险中体会到生化系列的独特魅力。",推荐,20.4,14,173,格蕾丝的篇章像 生化危机7 核心在于主角的孱弱 压迫感十足的氛围 以及第一人称视角的天然沉浸感 生存恐怖的部分 由新主角格蕾丝全权负责 她的篇章堪称系列生存恐怖的融合升级之作 作为年轻的FBI警员 格蕾丝毫无充足战斗经验 移动速度缓慢 危险中还会发出凌乱喘息 搭配官方推荐的第一人称 极简UI画面 将恐怖体验拉至顶峰 初进鹪木旅馆 紧绷压抑的气氛让人梦回 生化危机7 的贝克家 再入疗养院 这座左三层 右三层带地下室庭院的洋馆式箱庭 左右对称的地图结构 又让人想起 生化危机2 重制版 的警察局 而随着流程推进 其体验更是前两者的完美融合 游戏中新增了变异血液作为通用合成货币 它可与零件合成子弹 与绿草合成医疗注射器 还能制作墨带 潜行杀敌的融血注射器 以及永久提升格蕾丝能力的类固醇和稳定剂 收集变异血液全靠采血器 可采集地图上的血池 血桶 也可通过击杀怪物获得 普通丧尸击杀后小概率掉落 爆头则稳定掉落 这也鼓励玩家精准战斗 节省弹药 采血器的血量储存上限 限制囤积血液 高压变现的玩法 这种有代价的自由提升了资源管理的策略深度 更关键的是 本作丧尸有复活机制 被击倒后若头部未被破坏 一段时间后可能变为更强 更具攻击性的疱头丧 这让疗养院的探索时刻充满未知 即便清理过的走廊 重返时也可能遭遇危险 玩家需用融血注射器或马格南彻底清除隐患 进一步加剧了生存压力 格蕾丝的战斗能力有限 虽能用手枪打硬直 却无法像里昂那样用体术终结敌人 只能推开敌人制造逃生空间 多数时候 她需躲藏绕开丧尸 搜集足够资源后再回头应对 即便能制作各类物资 且可通过药物提升能力 但物资获取有限 后期怪物强度飙升 仍让她的冒险全程高压 只能依靠地形与策略化解危机 而且格蕾丝的初始背包极小 扩容前需频繁往返存档点整理物资 每一格空间都要精打细算 切换到里昂视角 画风彻底转变 核心就是纯粹的战斗爽感 里昂的近战体验十分的爽 小刀换成威力强劲的手斧 能砍出卡肉感 还可使用皇家守卫式格挡 分为普通格挡和完美格挡 普通格挡弹开敌人并使其硬直 完美格挡则能衔接秒杀敌人的反击动作 动画随敌人类型变化 手斧虽有耐久 但随身的无限磨刀石可随时恢复斩味 仅凭手斧 他就能轻松应对包括疱头丧尸在内的大部分敌人 里昂的武器种类丰富 手枪 霰弹枪 狙击枪 冲锋枪一应俱全 还能取回借给格蕾丝的安魂马格南 后勤方面 他采用原版 生化危机4 的大手提箱背包 虽无格子危机 但无法使用异次元储物箱 物资需全部随身携带 仍需做好资源规划 此外 他可拾取敌人掉落的武器反手投掷 再接体术处决 快速缓解被围压力 唯独电锯看似帅气 因前摇长 间隔大 面对怪群时容易被换血 需谨慎使用 进入浣熊市后 里昂拥有积分系统 击杀敌人获得的积分可在武器终端购买装备 升级枪械 类似枪匠系统的配件的升级的 还有带浣熊市角色元素的属性挂件 形成杀得越多越强的正反馈循环 成为玩家的最佳泄压阀 浣熊市关卡采用半开放设计 类似 生化危机4 重制版 湖区 可自由探索主线与支线 废墟风格搭配情怀加持 带来系列罕有的立体体验 本作的出色之处 更在于流程编排的巧妙平衡 格蕾丝与里昂的流程大致对半分 双线交替进行 既保证内容量相近 又实现了张弛有度的游戏节奏 格蕾丝的能力成长偏向潜行特化 后期几乎无法正面抗衡怪物 让高压感持续在线 玩家积累的压力越大 切换到里昂视角后的释放感就越强 这种起伏的呼吸感 让游戏体验愈发沉浸 整体而言 生化危机 安魂曲 是一款集历代所长 不乏创新的诚意之作 它以两位主角为载体 完美融合生存恐怖与动作射击 既还原了系列经典内核 又通过丧尸设定 资源系统 格挡机制等创新 带来全新体验 无论是系列老粉 还是新玩家 都能在这场冒险中体会到生化系列的独特魅力,玩法,正面
475,475,2026-02-28,好玩 下一部什么时候发售！,推荐,20.6,11,70,好玩 下一部什么时候发售,情怀,正面
476,476,2026-02-28,很不错啊，看得出来制作的水平有很大的提升,推荐,11.3,34,143,很不错啊 看得出来制作的水平有很大的提升,其他,正面
477,477,2026-02-28,别的先不说，里昂一直在勾引我,推荐,4.6,24,183,别的先不说 里昂一直在勾引我,情怀,正面
478,478,2026-02-28,"浣熊市最严厉的父亲来了
法拉利老了依旧是法拉利",推荐,8.5,35,144,浣熊市最严厉的父亲来了 法拉利老了依旧是法拉利,情怀,正面
479,479,2026-02-28,爽,推荐,15.1,17,176,爽,其他,正面
480,480,2026-02-28,好玩 氛围感很足 战斗也很爽 推荐！！！,推荐,20.1,20,79,好玩 氛围感很足 战斗也很爽 推荐,玩法,正面
481,481,2026-02-28,很难很爽很好玩,推荐,9.5,13,172,很难很爽很好玩,玩法,正面
482,482,2026-02-28,+卡普空是越来越倒退了,不推荐,9.7,24,83,卡普空是越来越倒退了,其他,负面
483,483,2026-02-28,来到浣熊市的那一刻沉寂多年的心再次跳动,推荐,13.9,20,29,来到浣熊市的那一刻沉寂多年的心再次跳动,情怀,正面
484,484,2026-02-28,予生者恐惧，给尸者安魂。,推荐,11.0,14,73,予生者恐惧 给尸者安魂,剧情,正面
485,485,2026-02-28,The best year game !,推荐,7.2,5,114,The best year game,其他,正面
486,486,2026-02-28,好玩，就是格蕾丝线的子弹太少太少了，不够用，我玩的还是普通难度,推荐,11.8,39,48,好玩 就是格蕾丝线的子弹太少太少了 不够用 我玩的还是普通难度,玩法,正面
487,487,2026-02-28,个人评分8/10.好游戏但不是一代好生化，流程太短，内容太少，虎头蛇尾，阉割感极其严重。丧尸重复生前行这一设定为仅仅停留在第一章的厨师，关灯管家和声波僵尸，就没了。解锁的稳定剂，类固醇配方，打到通关都因为抽血上限不够一支都做不出来。谁懂一直在等红草结果通关才发现这游戏只有绿草和满血针的救赎感。剧情上也不好评价，前期铺垫了半天神秘感，又是被咬僵尸咬没事，又是反派化验女主血液阳性说计划成功了。最后告诉我女主其实就是普通人没特殊体质，看到最后还告诉我小萝莉没死大家一起包饺子真的给我看笑了。怪物种类少，也没有印象深刻的boss战。感觉没6代好玩。,不推荐,11.2,36,95,个人评分8 10 好游戏但不是一代好生化 流程太短 内容太少 虎头蛇尾 阉割感极其严重 丧尸重复生前行这一设定为仅仅停留在第一章的厨师 关灯管家和声波僵尸 就没了 解锁的稳定剂 类固醇配方 打到通关都因为抽血上限不够一支都做不出来 谁懂一直在等红草结果通关才发现这游戏只有绿草和满血针的救赎感 剧情上也不好评价 前期铺垫了半天神秘感 又是被咬僵尸咬没事 又是反派化验女主血液阳性说计划成功了 最后告诉我女主其实就是普通人没特殊体质 看到最后还告诉我小萝莉没死大家一起包饺子真的给我看笑了 怪物种类少 也没有印象深刻的boss战 感觉没6代好玩,玩法,负面
488,488,2026-02-28,我的第一部生化危机，很棒,推荐,9.9,25,84,我的第一部生化危机 很棒,情怀,正面
489,489,2026-02-28,豪丸，摸头，摸头！就是第一人称莫名其妙有点晕，只能换第三人称了,推荐,14.3,45,154,豪丸 摸头 摸头 就是第一人称莫名其妙有点晕 只能换第三人称了,玩法,正面
490,490,2026-02-28,炮击炮天台，上去就闪退，画质降级也没用，我真搞不懂了，不是30周年纪念之作吗，这点小问题没测试就端上来了？,不推荐,21.5,50,209,炮击炮天台 上去就闪退 画质降级也没用 我真搞不懂了 不是30周年纪念之作吗 这点小问题没测试就端上来了,优化,负面
491,491,2026-02-28,好玩，压抑完接着爽的部分更是畅快，这游戏初见就得开传统玩，才有点压力，不然太简单了,推荐,10.2,31,40,好玩 压抑完接着爽的部分更是畅快 这游戏初见就得开传统玩 才有点压力 不然太简单了,玩法,正面
492,492,2026-02-28,好玩好玩！,推荐,8.9,12,21,好玩好玩,玩法,正面
493,493,2026-02-28,太棒了，剧情和战斗体验非常满足。,推荐,13.9,23,82,太棒了 剧情和战斗体验非常满足,剧情,正面
494,494,2026-02-28,为了男神,推荐,9.0,3,112,为了男神,情怀,正面
495,495,2026-02-28,"好玩
",推荐,13.4,49,158,好玩,玩法,正面
496,496,2026-02-28,"予生者恐惧，给尸者安魂。《Resident Evil Requiem》重返浣熊市，解开了那段尘封的往事，刨根问底，直面恐惧，是一部不可多得的好作品。

里昂真的老了，1998年浣熊市新报道的年轻警员-2026年DSO特工，沉稳成熟了，也沧桑了许多。",推荐,14.7,14,173,予生者恐惧 给尸者安魂 Resident Evil Requiem 重返浣熊市 解开了那段尘封的往事 刨根问底 直面恐惧 是一部不可多得的好作品 里昂真的老了 1998年浣熊市新报道的年轻警员 2026年DSO特工 沉稳成熟了 也沧桑了许多,情怀,正面
497,497,2026-02-28,游戏是好游戏，差评给卡婊。写着支持ds手柄却不适配，你要干啥,不推荐,2.2,32,191,游戏是好游戏 差评给卡婊 写着支持ds手柄却不适配 你要干啥,优化,负面
498,498,2026-02-28,666,推荐,8.3,45,204,666,其他,正面
499,499,2026-02-28,好玩，爱玩，我明年能看到维罗妮卡重置的对吗卡普空？,推荐,5.1,19,128,好玩 爱玩 我明年能看到维罗妮卡重置的对吗卡普空,情怀,正面
500,500,2026-02-28,打一次传统难度总流程七个小时通关   生化四总流程12∽14个小时比生四将近少一半比生4贵一半    其中好多部分都是找东西        爽不出来    生化9全程就是里昂的升级包  里昂流程还比较少    格蕾丝跟里昂的解密路线还是老一套又臭又长总结一句话就是跑这跑那,不推荐,11.0,41,150,打一次传统难度总流程七个小时通关 生化四总流程12 14个小时比生四将近少一半比生4贵一半 其中好多部分都是找东西 爽不出来 生化9全程就是里昂的升级包 里昂流程还比较少 格蕾丝跟里昂的解密路线还是老一套又臭又长总结一句话就是跑这跑那,价格,负面
